deal_id,created_date,closed_date,stage,deal_value,region,source
D0357,2025-06-13,2025-07-06,Closed Lost,32353,APAC,Outbound
D0358,2025-06-22,2025-08-01,Closed Won,22379,US,Partner
D0359,2025-05-22,2025-06-10,Closed Won,18675,EU,Outbound
D0360,2025-05-30,2025-06-15,Closed Won,16738,US,Outbound
D0361,2025-05-11,2025-06-13,Closed Lost,16586,EU,Partner
D0362,2025-06-11,2025-06-24,Closed Won,24997,EU,Inbound
D0363,2025-05-05,2025-05-29,Closed Won,24076,EU,Partner
D0364,2025-05-24,2025-06-10,Closed Lost,22839,US,Outbound
D0365,2025-06-13,2025-07-16,Closed Won,20580,APAC,Outbound
D0366,2025-06-03,2025-07-11,Closed Won,12977,US,Inbound
D0367,2025-05-21,2025-06-16,Closed Won,20462,US,Inbound
D0368,2025-05-07,2025-06-01,Closed Lost,27926,APAC,Partner
D0369,2025-05-31,2025-06-19,Closed Won,23652,EU,Partner
D0370,2025-05-17,2025-06-20,Closed Won,14780,US,Outbound
D0371,2025-04-07,2025-05-05,Closed Lost,16783,EU,Partner
D0372,2025-05-28,2025-07-01,Closed Won,23764,APAC,Partner
D0373,2025-06-18,2025-07-01,Closed Won,24761,EU,Partner
D0374,2025-05-17,2025-06-20,Closed Won,23310,APAC,Partner
D0375,2025-05-22,2025-06-17,Closed Won,29205,EU,Partner
D0376,2025-05-29,2025-06-12,Closed Lost,22296,APAC,Inbound
D0377,2025-05-12,2025-06-20,Closed Lost,29579,APAC,Outbound
D0378,2025-06-15,2025-07-05,Closed Won,35632,APAC,Partner
D0379,2025-06-02,2025-07-04,Closed Lost,18914,EU,Partner
D0380,2025-04-15,2025-05-08,Closed Lost,20172,APAC,Partner
D0381,2025-06-20,2025-06-30,Closed Lost,19146,APAC,Partner
D0382,2025-04-30,2025-06-02,Closed Won,28718,EU,Inbound
D0383,2025-06-07,2025-07-07,Closed Lost,20903,APAC,Inbound
D0384,2025-04-05,2025-05-03,Closed Lost,14201,US,Inbound
D0385,2025-04-03,2025-04-27,Closed Won,25334,EU,Partner
D0386,2025-06-18,2025-07-27,Closed Won,27482,APAC,Partner
D0387,2025-04-08,2025-05-10,Closed Won,21408,APAC,Outbound
D0388,2025-06-07,2025-06-29,Closed Won,25130,US,Outbound
D0389,2025-06-08,2025-06-28,Closed Won,14580,APAC,Partner
D0390,2025-06-28,2025-07-16,Closed Lost,9218,US,Inbound
D0391,2025-05-06,2025-06-02,Closed Won,35899,EU,Partner
D0392,2025-04-27,2025-05-29,Closed Lost,13875,EU,Outbound
D0393,2025-05-15,2025-06-11,Closed Lost,21349,US,Partner
D0394,2025-06-26,2025-07-23,Closed Won,15397,EU,Outbound
D0395,2025-04-19,2025-05-08,Closed Won,22339,EU,Partner
D0396,2025-05-03,2025-06-05,Closed Won,19325,US,Partner
D0397,2025-05-05,2025-06-13,Closed Lost,19609,APAC,Partner
D0398,2025-05-01,2025-05-18,Closed Won,22859,APAC,Inbound
D0399,2025-06-21,2025-07-08,Closed Won,11842,US,Partner
D0400,2025-04-18,2025-04-28,Closed Lost,24942,US,Outbound
D0401,2025-06-23,2025-08-01,Closed Lost,11400,EU,Outbound
D0402,2025-05-07,2025-06-06,Closed Won,21323,US,Partner
D0403,2025-06-13,2025-06-30,Closed Won,17630,US,Outbound
D0404,2025-04-23,2025-06-01,Closed Lost,6105,EU,Outbound
D0405,2025-04-24,2025-06-02,Closed Lost,23447,US,Inbound
D0406,2025-05-09,2025-06-06,Closed Lost,16433,EU,Outbound
D0407,2025-05-29,2025-06-28,Closed Won,5837,APAC,Outbound
D0408,2025-05-05,2025-05-21,Closed Lost,20541,EU,Inbound
D0409,2025-05-29,2025-06-28,Closed Won,23824,EU,Partner
D0410,2025-06-26,2025-07-30,Closed Won,29023,APAC,Partner
D0411,2025-05-22,2025-06-27,Closed Won,17143,US,Inbound
D0412,2025-04-18,2025-05-13,Closed Won,25359,US,Inbound
D0413,2025-05-04,2025-05-26,Closed Won,20351,EU,Partner
D0414,2025-06-13,2025-06-23,Closed Won,5112,EU,Partner
D0415,2025-05-01,2025-05-12,Closed Lost,16543,APAC,Partner
D0416,2025-06-30,2025-08-03,Closed Won,20763,US,Partner
D0417,2025-05-08,2025-05-29,Closed Lost,20619,US,Outbound
D0418,2025-06-17,2025-07-08,Closed Won,23152,APAC,Outbound
D0419,2025-06-08,2025-07-13,Closed Lost,20892,APAC,Inbound
D0420,2025-06-07,2025-07-01,Closed Won,24435,EU,Inbound
D0421,2025-06-12,2025-06-25,Closed Won,13196,APAC,Partner
D0422,2025-04-20,2025-05-05,Closed Won,17899,APAC,Outbound
D0423,2025-04-15,2025-05-16,Closed Won,17729,APAC,Outbound
D0424,2025-04-08,2025-05-02,Closed Won,18692,EU,Outbound
D0425,2025-06-12,2025-06-23,Closed Lost,17597,US,Outbound
D0426,2025-05-03,2025-06-08,Closed Won,15444,US,Partner
D0427,2025-04-10,2025-04-21,Closed Won,17702,US,Inbound
D0428,2025-05-31,2025-06-11,Closed Won,12871,US,Inbound
D0429,2025-06-22,2025-07-25,Closed Lost,3450,EU,Outbound
D0430,2025-05-19,2025-06-10,Closed Won,29049,APAC,Partner
D0431,2025-04-18,2025-05-18,Closed Lost,33858,EU,Partner
D0432,2025-04-17,2025-05-20,Closed Lost,32791,US,Inbound
D0433,2025-05-09,2025-06-02,Closed Lost,12893,US,Inbound
D0434,2025-05-29,2025-06-19,Closed Won,17962,US,Partner
D0435,2025-04-15,2025-04-26,Closed Lost,11061,US,Inbound
D0436,2025-04-27,2025-05-09,Closed Won,24969,US,Outbound
D0437,2025-06-16,2025-07-17,Closed Lost,29398,EU,Outbound
D0438,2025-04-30,2025-05-27,Closed Won,22967,US,Inbound
D0439,2025-06-04,2025-06-23,Closed Won,26801,APAC,Partner
D0440,2025-06-26,2025-08-01,Closed Won,16057,EU,Inbound
D0441,2025-06-24,2025-07-20,Closed Won,19336,APAC,Partner
D0442,2025-04-23,2025-05-23,Closed Lost,22021,APAC,Outbound
D0443,2025-04-07,2025-04-28,Closed Lost,15003,EU,Partner
D0444,2025-05-24,2025-06-16,Closed Won,10727,EU,Inbound
D0445,2025-06-08,2025-07-03,Closed Won,21827,US,Outbound
D0446,2025-04-08,2025-05-05,Closed Won,31703,EU,Partner
D0447,2025-06-07,2025-06-21,Closed Won,19831,US,Outbound
D0448,2025-05-18,2025-05-30,Closed Won,25369,US,Inbound
D0449,2025-05-05,2025-05-27,Closed Lost,10260,US,Partner
D0450,2025-06-25,2025-07-22,Closed Won,12646,US,Outbound
D0451,2025-05-09,2025-06-18,Closed Lost,20925,APAC,Inbound
D0452,2025-06-01,2025-07-10,Closed Won,23783,APAC,Partner
D0453,2025-04-27,2025-05-19,Closed Lost,10179,EU,Outbound
D0454,2025-06-08,2025-07-08,Closed Won,16666,EU,Outbound
D0455,2025-06-05,2025-07-13,Closed Won,33781,EU,Outbound
D0456,2025-04-27,2025-05-18,Closed Won,29830,US,Partner
D0457,2025-04-29,2025-06-01,Closed Won,19051,APAC,Partner
D0458,2025-05-24,2025-06-12,Closed Won,33986,EU,Inbound
D0459,2025-05-19,2025-06-16,Closed Lost,11251,APAC,Outbound
D0460,2025-05-03,2025-06-06,Closed Lost,20038,APAC,Partner
D0461,2025-06-02,2025-06-26,Closed Won,21018,APAC,Partner
D0462,2025-06-02,2025-06-17,Closed Lost,16490,APAC,Partner
D0463,2025-04-08,2025-05-04,Closed Won,28254,APAC,Inbound
D0464,2025-04-01,2025-04-24,Closed Won,8128,APAC,Inbound
D0465,2025-04-09,2025-05-11,Closed Won,21292,US,Partner
D0466,2025-06-21,2025-07-22,Closed Lost,26493,EU,Partner
D0467,2025-06-02,2025-06-12,Closed Won,19121,APAC,Partner
D0468,2025-05-06,2025-06-02,Closed Lost,19704,US,Partner
D0469,2025-06-29,2025-07-30,Closed Won,23504,US,Partner
D0470,2025-04-20,2025-05-07,Closed Won,18605,APAC,Outbound
D0471,2025-05-16,2025-06-03,Closed Lost,33349,EU,Partner
D0472,2025-05-02,2025-06-03,Closed Won,27232,APAC,Inbound
D0473,2025-06-23,2025-07-30,Closed Lost,25996,EU,Partner
D0474,2025-05-31,2025-06-11,Closed Lost,21209,APAC,Inbound
D0475,2025-04-11,2025-05-06,Closed Lost,16698,US,Partner
D0476,2025-04-06,2025-04-23,Closed Won,15748,APAC,Partner
D0477,2025-05-31,2025-06-18,Closed Won,32211,APAC,Partner
D0478,2025-06-24,2025-07-05,Closed Won,26159,EU,Inbound
D0479,2025-04-27,2025-05-25,Closed Won,24781,US,Outbound
D0480,2025-04-21,2025-05-19,Closed Won,9951,EU,Partner
D0481,2025-06-09,2025-06-29,Closed Won,19316,APAC,Partner
D0482,2025-04-11,2025-05-07,Closed Lost,9413,EU,Inbound
D0483,2025-04-13,2025-05-06,Closed Won,27264,APAC,Partner
D0484,2025-05-21,2025-06-24,Closed Won,23760,APAC,Outbound
D0485,2025-05-28,2025-06-22,Closed Won,14498,US,Partner
D0486,2025-06-14,2025-07-15,Closed Won,18095,APAC,Outbound
D0487,2025-05-02,2025-06-03,Closed Won,19338,APAC,Inbound
D0488,2025-05-20,2025-06-09,Closed Won,25829,US,Inbound
D0489,2025-05-10,2025-06-03,Closed Won,19603,US,Outbound
D0490,2025-05-28,2025-06-24,Closed Lost,23174,EU,Inbound
D0491,2025-04-04,2025-04-16,Closed Won,26754,EU,Outbound
D0492,2025-04-02,2025-04-21,Closed Won,24471,US,Partner
D0493,2025-06-11,2025-07-19,Closed Lost,20331,APAC,Outbound
D0494,2025-04-22,2025-05-06,Closed Won,27273,EU,Outbound
D0495,2025-04-19,2025-05-01,Closed Won,19177,US,Outbound
D0496,2025-05-03,2025-06-12,Closed Won,24997,APAC,Outbound
D0497,2025-06-16,2025-07-15,Closed Won,24002,EU,Outbound
D0498,2025-06-19,2025-07-11,Closed Lost,23184,EU,Outbound
D0499,2025-05-13,2025-06-05,Closed Lost,30306,US,Outbound
D0500,2025-05-12,2025-06-10,Closed Lost,7462,US,Outbound
D0501,2025-05-11,2025-05-26,Closed Lost,24884,APAC,Partner
D0502,2025-06-02,2025-07-12,Closed Lost,19027,US,Outbound
D0503,2025-05-19,2025-06-06,Closed Lost,17692,APAC,Inbound
D0504,2025-06-15,2025-07-12,Closed Won,21838,APAC,Inbound
D0505,2025-05-30,2025-07-09,Closed Lost,15388,APAC,Inbound
D0506,2025-05-23,2025-06-23,Closed Won,21877,APAC,Outbound
D0507,2025-05-01,2025-05-19,Closed Lost,17706,US,Outbound
D0508,2025-06-16,2025-07-11,Closed Lost,9666,APAC,Partner
D0509,2025-06-28,2025-07-21,Closed Won,21433,APAC,Partner
D0510,2025-06-21,2025-07-30,Closed Won,14520,US,Partner
D0511,2025-06-25,2025-07-16,Closed Won,14133,APAC,Partner
D0512,2025-06-22,2025-07-14,Closed Lost,14977,EU,Outbound
D0513,2025-04-14,2025-04-24,Closed Won,21740,APAC,Partner
D0514,2025-06-28,2025-07-26,Closed Won,29791,EU,Outbound
D0515,2025-05-30,2025-07-03,Closed Lost,18746,US,Outbound
D0516,2025-04-14,2025-05-03,Closed Won,16807,US,Inbound
D0517,2025-04-19,2025-05-10,Closed Won,16074,EU,Outbound
D0518,2025-05-31,2025-06-13,Closed Won,21131,APAC,Outbound
D0519,2025-05-11,2025-05-23,Closed Won,21095,EU,Partner
D0520,2025-04-14,2025-05-15,Closed Lost,17242,APAC,Inbound
D0521,2025-06-06,2025-06-21,Closed Lost,16918,EU,Inbound
D0522,2025-05-22,2025-06-21,Closed Won,25524,APAC,Partner
D0523,2025-05-26,2025-06-17,Closed Won,17001,APAC,Outbound
D0524,2025-05-20,2025-05-30,Closed Lost,17385,US,Outbound
D0525,2025-06-30,2025-08-04,Closed Lost,10489,APAC,Inbound
D0526,2025-05-17,2025-06-06,Closed Won,14975,US,Outbound
D0527,2025-06-25,2025-08-01,Closed Won,25084,EU,Partner
D0528,2025-05-21,2025-06-18,Closed Won,18894,EU,Outbound
D0529,2025-06-19,2025-07-04,Closed Lost,18623,APAC,Partner
D0530,2025-04-11,2025-05-12,Closed Won,15149,US,Inbound
D0531,2025-05-10,2025-05-23,Closed Won,17503,EU,Partner
D0532,2025-04-18,2025-05-16,Closed Won,13273,US,Outbound
D0533,2025-06-21,2025-07-18,Closed Lost,4253,APAC,Inbound
D0534,2025-06-02,2025-06-21,Closed Won,2000,EU,Outbound
D0535,2025-06-19,2025-06-30,Closed Lost,26594,US,Outbound
D0536,2025-06-11,2025-07-07,Closed Lost,17941,EU,Partner
D0537,2025-06-02,2025-06-25,Closed Lost,16593,APAC,Inbound
D0538,2025-04-29,2025-05-18,Closed Won,21254,US,Partner
D0539,2025-05-07,2025-05-22,Closed Lost,10540,EU,Partner
D0540,2025-06-05,2025-06-18,Closed Lost,15860,EU,Partner
D0541,2025-05-17,2025-06-13,Closed Lost,29235,APAC,Inbound
D0542,2025-05-25,2025-06-07,Closed Lost,22471,APAC,Inbound
D0543,2025-05-09,2025-06-15,Closed Lost,14719,US,Outbound
D0544,2025-04-16,2025-05-20,Closed Lost,21725,US,Partner
D0545,2025-06-15,2025-07-17,Closed Won,17926,US,Partner
D0546,2025-04-18,2025-05-23,Closed Won,11764,US,Inbound
D0547,2025-06-12,2025-07-03,Closed Won,17010,APAC,Outbound
D0548,2025-05-08,2025-06-05,Closed Won,17917,APAC,Partner
D0549,2025-04-13,2025-04-27,Closed Lost,22989,EU,Partner
D0550,2025-04-17,2025-05-19,Closed Lost,6892,US,Inbound
D0551,2025-05-12,2025-06-17,Closed Won,23323,US,Partner
D0552,2025-06-20,2025-07-08,Closed Lost,15013,EU,Outbound
D0553,2025-04-10,2025-05-10,Closed Lost,20721,APAC,Outbound
D0554,2025-06-28,2025-08-06,Closed Lost,13950,EU,Outbound
D0555,2025-05-12,2025-06-09,Closed Won,21472,APAC,Outbound
D0556,2025-06-21,2025-07-22,Closed Lost,10364,US,Partner
D0557,2025-05-21,2025-06-06,Closed Lost,23176,EU,Outbound
D0558,2025-05-14,2025-06-10,Closed Lost,13750,APAC,Outbound
D0559,2025-05-14,2025-06-21,Closed Lost,22621,EU,Inbound
D0560,2025-04-16,2025-05-25,Closed Lost,20823,EU,Outbound
D0561,2025-04-01,2025-05-11,Closed Won,33144,APAC,Outbound
D0562,2025-04-21,2025-05-28,Closed Lost,19644,EU,Inbound
D0563,2025-06-23,2025-07-14,Closed Won,11003,US,Inbound
D0564,2025-05-21,2025-06-20,Closed Won,29361,APAC,Inbound
D0565,2025-05-25,2025-06-24,Closed Won,23435,US,Inbound
D0566,2025-06-15,2025-07-02,Closed Won,22340,EU,Inbound
D0567,2025-04-02,2025-05-04,Closed Won,28648,APAC,Inbound
D0568,2025-06-01,2025-06-13,Closed Won,28182,US,Partner
D0569,2025-04-14,2025-04-27,Closed Won,22389,US,Partner
D0570,2025-06-26,2025-07-10,Closed Won,17784,APAC,Inbound
D0571,2025-06-18,2025-07-18,Closed Won,17533,APAC,Inbound
D0572,2025-05-23,2025-06-21,Closed Lost,23341,US,Inbound
D0573,2025-04-13,2025-04-27,Closed Lost,15004,EU,Outbound
D0574,2025-04-18,2025-05-05,Closed Won,16848,US,Inbound
D0575,2025-06-10,2025-07-09,Closed Lost,11867,APAC,Inbound
D0576,2025-06-24,2025-08-01,Closed Won,13477,APAC,Partner
D0577,2025-06-05,2025-06-21,Closed Lost,19432,US,Outbound
D0578,2025-05-20,2025-06-02,Closed Won,21928,APAC,Partner
D0579,2025-04-10,2025-05-06,Closed Lost,25663,EU,Inbound
D0580,2025-05-20,2025-06-26,Closed Lost,20430,EU,Outbound
D0581,2025-06-09,2025-07-10,Closed Won,2552,US,Inbound
D0582,2025-06-15,2025-06-27,Closed Won,23213,US,Inbound
D0583,2025-04-08,2025-05-18,Closed Lost,11562,APAC,Outbound
D0584,2025-05-25,2025-06-26,Closed Won,19649,APAC,Partner
D0585,2025-06-08,2025-07-07,Closed Won,22106,US,Inbound
D0586,2025-06-08,2025-06-28,Closed Won,21220,APAC,Partner
D0587,2025-06-27,2025-07-27,Closed Won,16923,US,Inbound
D0588,2025-05-02,2025-05-14,Closed Lost,10791,US,Outbound
D0589,2025-06-18,2025-07-17,Closed Won,15576,US,Inbound
D0590,2025-04-02,2025-05-04,Closed Won,12403,US,Inbound
D0591,2025-06-03,2025-07-13,Closed Won,8908,EU,Inbound
D0592,2025-05-18,2025-06-01,Closed Lost,18795,EU,Partner
D0593,2025-04-16,2025-05-20,Closed Lost,16764,APAC,Inbound
D0594,2025-05-04,2025-06-05,Closed Lost,25469,APAC,Inbound
D0595,2025-06-03,2025-06-27,Closed Won,31170,US,Outbound
D0596,2025-04-21,2025-05-09,Closed Lost,24056,APAC,Partner
D0597,2025-04-15,2025-05-02,Closed Lost,31868,US,Inbound
D0598,2025-04-06,2025-05-01,Closed Won,20191,US,Inbound
D0599,2025-04-05,2025-05-02,Closed Lost,18036,US,Outbound
D0600,2025-05-02,2025-05-25,Closed Lost,11461,EU,Outbound
D0601,2025-07-10,,Proposal,20216,US,Partner
D0602,2025-09-25,,Lead,13876,US,Partner
D0603,2025-07-06,,Qualified,10258,EU,Outbound
D0604,2025-08-09,,Qualified,10830,APAC,Outbound
D0605,2025-07-02,,Qualified,14575,EU,Partner
D0606,2025-08-08,,Proposal,28405,US,Outbound
D0607,2025-08-17,,Proposal,39845,EU,Inbound
D0608,2025-09-08,,Lead,12933,US,Outbound
D0609,2025-07-04,,Lead,25745,EU,Partner
D0610,2025-09-27,,Lead,39162,EU,Inbound
D0611,2025-09-23,,Qualified,35820,APAC,Partner
D0612,2025-08-09,,Lead,14723,APAC,Inbound
D0613,2025-08-23,,Qualified,39496,US,Inbound
D0614,2025-09-30,,Qualified,11048,US,Inbound
D0615,2025-09-05,,Qualified,30965,EU,Outbound
D0616,2025-07-11,,Proposal,11131,APAC,Inbound
D0617,2025-09-20,,Qualified,10452,APAC,Partner
D0618,2025-07-08,,Qualified,29706,US,Inbound
D0619,2025-08-07,,Qualified,35882,EU,Outbound
D0620,2025-09-28,,Proposal,18690,EU,Outbound
D0621,2025-08-04,,Lead,10447,US,Inbound
D0622,2025-09-13,,Lead,13092,US,Inbound
D0623,2025-08-27,,Qualified,18290,EU,Inbound
D0624,2025-09-07,,Qualified,39609,US,Outbound
D0625,2025-08-09,,Qualified,16683,US,Inbound
D0626,2025-07-21,,Proposal,17968,APAC,Partner
D0627,2025-09-16,,Lead,15045,EU,Inbound
D0628,2025-07-12,,Proposal,16133,EU,Outbound
D0629,2025-09-04,,Lead,30189,EU,Outbound
D0630,2025-07-23,,Lead,39198,EU,Outbound
D0631,2025-09-10,,Proposal,26026,US,Inbound
D0632,2025-08-29,,Lead,34342,US,Inbound
D0633,2025-07-02,,Lead,35209,US,Inbound
D0634,2025-07-26,,Qualified,20197,APAC,Partner
D0635,2025-09-21,,Lead,27081,APAC,Outbound
D0636,2025-07-10,,Lead,10112,US,Partner
D0637,2025-08-26,,Lead,11013,EU,Inbound
D0638,2025-07-06,,Qualified,9659,US,Partner
D0639,2025-08-25,,Proposal,20943,EU,Inbound
D0640,2025-08-18,,Proposal,21980,US,Outbound
D0641,2025-07-28,,Lead,17010,EU,Outbound
D0642,2025-07-20,,Lead,28123,APAC,Partner
D0643,2025-08-01,,Proposal,17670,EU,Outbound
D0644,2025-09-09,,Qualified,9998,US,Outbound
D0645,2025-08-19,,Lead,21737,US,Partner
D0646,2025-09-06,,Lead,28668,APAC,Inbound
D0647,2025-08-18,,Proposal,19767,EU,Partner
D0648,2025-09-01,,Qualified,37906,APAC,Partner
D0649,2025-08-11,,Qualified,16861,US,Inbound
D0650,2025-08-10,,Proposal,15176,US,Outbound
D0651,2025-07-08,,Qualified,25348,EU,Partner
D0652,2025-07-30,,Lead,11281,US,Partner
D0653,2025-07-31,,Qualified,25487,APAC,Inbound
D0654,2025-07-29,,Proposal,35738,EU,Outbound
D0655,2025-07-23,,Lead,15751,APAC,Outbound
D0656,2025-09-28,,Qualified,37949,APAC,Inbound
D0657,2025-09-29,,Proposal,19523,APAC,Partner
D0658,2025-07-19,,Proposal,39076,US,Outbound
D0659,2025-09-08,,Qualified,13752,EU,Inbound
D0660,2025-07-12,,Lead,15622,APAC,Inbound
D0661,2025-07-03,,Proposal,23662,US,Outbound
D0662,2025-09-17,,Lead,34425,US,Outbound
D0663,2025-09-30,,Lead,38106,EU,Inbound
D0664,2025-07-03,,Lead,27222,APAC,Inbound
D0665,2025-07-15,,Proposal,36202,EU,Inbound
D0666,2025-08-17,,Proposal,38864,APAC,Outbound
D0667,2025-09-14,,Lead,19028,EU,Outbound
D0668,2025-07-18,,Lead,31997,EU,Partner
D0669,2025-09-01,,Proposal,18396,US,Partner
D0670,2025-09-10,,Proposal,37150,APAC,Outbound
D0671,2025-07-29,,Proposal,27298,US,Outbound
D0672,2025-08-09,,Proposal,30560,EU,Inbound
D0673,2025-07-23,,Proposal,8058,APAC,Partner
D0674,2025-08-20,,Proposal,9061,US,Partner
D0675,2025-08-10,,Proposal,15238,APAC,Partner
D0676,2025-07-14,,Qualified,12608,EU,Partner
D0677,2025-07-10,,Lead,19364,EU,Inbound
D0678,2025-09-20,,Lead,34924,APAC,Partner
D0679,2025-09-20,,Proposal,37053,EU,Outbound
D0680,2025-07-02,,Qualified,14870,US,Partner
D0681,2025-07-09,,Qualified,16410,US,Partner
D0682,2025-07-01,,Lead,20646,EU,Partner
D0683,2025-08-23,,Lead,36984,EU,Outbound
D0684,2025-08-18,,Qualified,25892,EU,Inbound
D0685,2025-08-31,,Proposal,29330,APAC,Inbound
D0686,2025-07-21,,Qualified,10415,US,Outbound
D0687,2025-07-03,,Qualified,16556,US,Inbound
D0688,2025-08-13,,Lead,37095,EU,Inbound
D0689,2025-07-10,,Proposal,38862,US,Outbound
D0690,2025-09-15,,Proposal,37269,EU,Partner
D0691,2025-07-04,,Qualified,38881,APAC,Inbound
D0692,2025-09-16,,Qualified,13147,US,Inbound
D0693,2025-08-12,,Lead,39929,US,Outbound
D0694,2025-09-28,,Proposal,31659,APAC,Partner
D0695,2025-08-03,,Proposal,17224,EU,Inbound
D0696,2025-07-13,,Lead,20874,APAC,Partner
D0697,2025-09-01,,Lead,9786,EU,Inbound
D0698,2025-08-24,,Lead,17651,APAC,Partner
D0699,2025-09-15,,Qualified,14542,US,Inbound
D0700,2025-07-27,,Lead,28912,EU,Inbound
D0701,2025-08-30,,Lead,18104,EU,Outbound
D0702,2025-09-01,,Proposal,16683,US,Partner
D0703,2025-09-08,,Qualified,14058,EU,Outbound
D0704,2025-08-17,,Lead,22607,US,Outbound
D0705,2025-08-26,,Qualified,16631,US,Outbound
D0706,2025-09-11,,Lead,12952,APAC,Partner
D0707,2025-07-13,,Lead,29893,EU,Partner
D0708,2025-08-22,,Proposal,15455,APAC,Inbound
D0709,2025-08-19,,Proposal,21717,APAC,Partner
D0710,2025-08-30,,Proposal,36890,US,Outbound
D0711,2025-08-08,,Lead,20936,APAC,Inbound
D0712,2025-09-03,,Proposal,37506,APAC,Partner
D0713,2025-09-25,,Proposal,12831,US,Outbound
D0714,2025-07-23,,Lead,39855,US,Inbound
D0715,2025-07-17,,Lead,21873,US,Partner
D0716,2025-08-25,,Lead,34953,APAC,Inbound
D0717,2025-09-15,,Qualified,18477,APAC,Inbound
D0718,2025-07-12,,Qualified,26230,EU,Partner
D0719,2025-08-11,,Qualified,25029,EU,Inbound
D0720,2025-09-28,,Proposal,27253,APAC,Outbound
D0721,2025-07-15,,Qualified,12903,US,Partner
D0722,2025-09-14,,Proposal,32850,US,Inbound
D0723,2025-09-11,,Lead,33747,EU,Partner
D0724,2025-08-14,,Qualified,16655,EU,Partner
D0725,2025-09-01,,Proposal,27954,EU,Inbound
D0726,2025-07-23,,Qualified,21204,US,Partner
D0727,2025-09-16,,Proposal,30729,EU,Inbound
D0728,2025-08-20,,Qualified,30626,US,Inbound
D0729,2025-08-30,,Qualified,37393,EU,Inbound
D0730,2025-08-13,,Qualified,18189,EU,Outbound
D0731,2025-09-28,,Proposal,11218,US,Inbound
D0732,2025-08-08,,Proposal,22519,EU,Outbound
D0733,2025-08-23,,Proposal,29153,US,Inbound
D0734,2025-08-26,,Lead,37931,EU,Partner
D0735,2025-09-01,,Proposal,36416,EU,Inbound
D0736,2025-09-04,,Lead,10150,EU,Partner
D0737,2025-09-03,,Qualified,12444,APAC,Partner
D0738,2025-07-04,,Lead,14316,US,Inbound
D0739,2025-08-01,,Lead,22956,US,Outbound
D0740,2025-09-29,,Lead,16977,EU,Outbound
D0741,2025-09-03,,Qualified,28821,US,Partner
D0742,2025-07-04,,Lead,20204,EU,Partner
D0743,2025-08-27,,Lead,39474,EU,Partner
D0744,2025-09-09,,Qualified,19280,US,Outbound
D0745,2025-09-27,,Lead,17341,US,Outbound
D0746,2025-07-07,,Lead,35978,APAC,Inbound
D0747,2025-07-29,,Proposal,15376,APAC,Inbound
D0748,2025-08-04,,Proposal,21418,APAC,Inbound
D0749,2025-09-26,,Lead,23535,US,Partner
D0750,2025-07-23,,Proposal,34242,US,Inbound
